"","año","mes","fecha","ciudad","temperatura"
"2617",1986,"JUN","1986-6-1","bogota",12.6
"2618",1987,"JUN","1987-6-1","bogota",13.7
"2619",1988,"JUN","1988-6-1","bogota",12.6
"2620",1989,"JUN","1989-6-1","bogota",13.1
"2621",1990,"JUN","1990-6-1","bogota",13.5
"2622",1991,"JUN","1991-6-1","bogota",13.9
"2623",1992,"JUN","1992-6-1","bogota",14.3
"2624",1993,"JUN","1993-6-1","bogota",13.8
"2625",1994,"JUN","1994-6-1","bogota",13.4
"2626",1995,"JUN","1995-6-1","bogota",13.2
"2627",1996,"JUN","1996-6-1","bogota",12.6
"2628",1997,"JUN","1997-6-1","bogota",NA
"2629",1998,"JUN","1998-6-1","bogota",13.7
"2630",1999,"JUN","1999-6-1","bogota",12.7
"2631",2000,"JUN","2000-6-1","bogota",13.4
"2632",2001,"JUN","2001-6-1","bogota",13.1
"2633",2002,"JUN","2002-6-1","bogota",13.7
"2634",2003,"JUN","2003-6-1","bogota",12.8
"2635",2004,"JUN","2004-6-1","bogota",14.3
"2636",2005,"JUN","2005-6-1","bogota",13.4
"2637",2006,"JUN","2006-6-1","bogota",NA
"2638",2007,"JUN","2007-6-1","bogota",12.9
"2639",2008,"JUN","2008-6-1","bogota",12.9
"2640",2009,"JUN","2009-6-1","bogota",13.9
"2641",2010,"JUN","2010-6-1","bogota",NA
"2642",2011,"JUN","2011-6-1","bogota",NA
"2643",2012,"JUN","2012-6-1","bogota",13.8
"2644",2013,"JUN","2013-6-1","bogota",13.9
"2645",2014,"JUN","2014-6-1","bogota",13.9
"2646",2015,"JUN","2015-6-1","bogota",NA
"2647",1967,"JUL","1967-7-1","bogota",NA
"2648",1968,"JUL","1968-7-1","bogota",13
"2649",1969,"JUL","1969-7-1","bogota",NA
"2650",1970,"JUL","1970-7-1","bogota",12.5
"2651",1971,"JUL","1971-7-1","bogota",12.7
"2652",1972,"JUL","1972-7-1","bogota",13.1
"2653",1973,"JUL","1973-7-1","bogota",12.4
"2654",1974,"JUL","1974-7-1","bogota",12.1
"2655",1975,"JUL","1975-7-1","bogota",12
"2656",1976,"JUL","1976-7-1","bogota",NA
"2657",1977,"JUL","1977-7-1","bogota",NA
"2658",1978,"JUL","1978-7-1","bogota",NA
"2659",1979,"JUL","1979-7-1","bogota",NA
"2660",1980,"JUL","1980-7-1","bogota",13.2
"2661",1981,"JUL","1981-7-1","bogota",12.6
"2662",1982,"JUL","1982-7-1","bogota",12.8
"2663",1983,"JUL","1983-7-1","bogota",13.3
"2664",1984,"JUL","1984-7-1","bogota",12.1
"2665",1985,"JUL","1985-7-1","bogota",12
"2666",1986,"JUL","1986-7-1","bogota",12.2
"2667",1987,"JUL","1987-7-1","bogota",13.4
"2668",1988,"JUL","1988-7-1","bogota",12.6
"2669",1989,"JUL","1989-7-1","bogota",12.3
"2670",1990,"JUL","1990-7-1","bogota",12.8
"2671",1991,"JUL","1991-7-1","bogota",13.1
"2672",1992,"JUL","1992-7-1","bogota",12.9
"2673",1993,"JUL","1993-7-1","bogota",13.3
"2674",1994,"JUL","1994-7-1","bogota",12.6
"2675",1995,"JUL","1995-7-1","bogota",12.5
"2676",1996,"JUL","1996-7-1","bogota",NA
"2677",1997,"JUL","1997-7-1","bogota",NA
"2678",1998,"JUL","1998-7-1","bogota",13
"2679",1999,"JUL","1999-7-1","bogota",13
"2680",2000,"JUL","2000-7-1","bogota",12.5
"2681",2001,"JUL","2001-7-1","bogota",12.9
"2682",2002,"JUL","2002-7-1","bogota",13.5
"2683",2003,"JUL","2003-7-1","bogota",13
"2684",2004,"JUL","2004-7-1","bogota",12.5
"2685",2005,"JUL","2005-7-1","bogota",13.3
"2686",2006,"JUL","2006-7-1","bogota",NA
"2687",2007,"JUL","2007-7-1","bogota",13
"2688",2008,"JUL","2008-7-1","bogota",12.6
"2689",2009,"JUL","2009-7-1","bogota",13.6
"2690",2010,"JUL","2010-7-1","bogota",NA
"2691",2011,"JUL","2011-7-1","bogota",NA
"2692",2012,"JUL","2012-7-1","bogota",NA
"2693",2013,"JUL","2013-7-1","bogota",13.3
"2694",2014,"JUL","2014-7-1","bogota",13.8
"2695",2015,"JUL","2015-7-1","bogota",NA
"2696",1967,"AUG","1967-8-1","bogota",NA
"2697",1968,"AUG","1968-8-1","bogota",12.7
"2698",1969,"AUG","1969-8-1","bogota",NA
"2699",1970,"AUG","1970-8-1","bogota",12.5
"2700",1971,"AUG","1971-8-1","bogota",12
"2701",1972,"AUG","1972-8-1","bogota",12.7
"2702",1973,"AUG","1973-8-1","bogota",12.5
"2703",1974,"AUG","1974-8-1","bogota",12.6
"2704",1975,"AUG","1975-8-1","bogota",12.1
"2705",1976,"AUG","1976-8-1","bogota",NA
"2706",1977,"AUG","1977-8-1","bogota",NA
"2707",1978,"AUG","1978-8-1","bogota",NA
"2708",1979,"AUG","1979-8-1","bogota",NA
"2709",1980,"AUG","1980-8-1","bogota",12.3
"2710",1981,"AUG","1981-8-1","bogota",12.6
"2711",1982,"AUG","1982-8-1","bogota",12.6
"2712",1983,"AUG","1983-8-1","bogota",13
"2713",1984,"AUG","1984-8-1","bogota",12.6
"2714",1985,"AUG","1985-8-1","bogota",12.1
"2715",1986,"AUG","1986-8-1","bogota",12.6
"2716",1987,"AUG","1987-8-1","bogota",13.1
"2717",1988,"AUG","1988-8-1","bogota",12.6
"2718",1989,"AUG","1989-8-1","bogota",12.5
"2719",1990,"AUG","1990-8-1","bogota",13
"2720",1991,"AUG","1991-8-1","bogota",12.8
"2721",1992,"AUG","1992-8-1","bogota",13.6
"2722",1993,"AUG","1993-8-1","bogota",13.3
"2723",1994,"AUG","1994-8-1","bogota",12.5
"2724",1995,"AUG","1995-8-1","bogota",12
"2725",1996,"AUG","1996-8-1","bogota",NA
"2726",1997,"AUG","1997-8-1","bogota",NA
"2727",1998,"AUG","1998-8-1","bogota",13
"2728",1999,"AUG","1999-8-1","bogota",12.6
"2729",2000,"AUG","2000-8-1","bogota",12.7
"2730",2001,"AUG","2001-8-1","bogota",13.1
"2731",2002,"AUG","2002-8-1","bogota",13.4
"2732",2003,"AUG","2003-8-1","bogota",NA
"2733",2004,"AUG","2004-8-1","bogota",12.9
"2734",2005,"AUG","2005-8-1","bogota",13
"2735",2006,"AUG","2006-8-1","bogota",13.4
"2736",2007,"AUG","2007-8-1","bogota",12.8
"2737",2008,"AUG","2008-8-1","bogota",12.7
"2738",2009,"AUG","2009-8-1","bogota",14.1
"2739",2010,"AUG","2010-8-1","bogota",NA
"2740",2011,"AUG","2011-8-1","bogota",NA
"2741",2012,"AUG","2012-8-1","bogota",13.5
"2742",2013,"AUG","2013-8-1","bogota",13.7
"2743",2014,"AUG","2014-8-1","bogota",13.4
"2744",2015,"AUG","2015-8-1","bogota",NA
"2745",1967,"SEP","1967-9-1","bogota",NA
"2746",1968,"SEP","1968-9-1","bogota",12.9
"2747",1969,"SEP","1969-9-1","bogota",NA
"2748",1970,"SEP","1970-9-1","bogota",12.3
"2749",1971,"SEP","1971-9-1","bogota",12
"2750",1972,"SEP","1972-9-1","bogota",13
"2751",1973,"SEP","1973-9-1","bogota",12.2
"2752",1974,"SEP","1974-9-1","bogota",12
"2753",1975,"SEP","1975-9-1","bogota",12.2
"2754",1976,"SEP","1976-9-1","bogota",NA
"2755",1977,"SEP","1977-9-1","bogota",NA
"2756",1978,"SEP","1978-9-1","bogota",NA
"2757",1979,"SEP","1979-9-1","bogota",NA
"2758",1980,"SEP","1980-9-1","bogota",13.3
"2759",1981,"SEP","1981-9-1","bogota",12.4
"2760",1982,"SEP","1982-9-1","bogota",13.1
"2761",1983,"SEP","1983-9-1","bogota",13.1
"2762",1984,"SEP","1984-9-1","bogota",12.1
"2763",1985,"SEP","1985-9-1","bogota",12.2
"2764",1986,"SEP","1986-9-1","bogota",12.6
"2765",1987,"SEP","1987-9-1","bogota",12.9
"2766",1988,"SEP","1988-9-1","bogota",12.5
"2767",1989,"SEP","1989-9-1","bogota",12.4
"2768",1990,"SEP","1990-9-1","bogota",12.8
"2769",1991,"SEP","1991-9-1","bogota",13.3
"2770",1992,"SEP","1992-9-1","bogota",12.9
"2771",1993,"SEP","1993-9-1","bogota",13
"2772",1994,"SEP","1994-9-1","bogota",12.9
"2773",1995,"SEP","1995-9-1","bogota",12.9
"2774",1996,"SEP","1996-9-1","bogota",12.7
"2775",1997,"SEP","1997-9-1","bogota",NA
"2776",1998,"SEP","1998-9-1","bogota",13.1
"2777",1999,"SEP","1999-9-1","bogota",12.4
"2778",2000,"SEP","2000-9-1","bogota",12.2
"2779",2001,"SEP","2001-9-1","bogota",12.7
"2780",2002,"SEP","2002-9-1","bogota",13.1
"2781",2003,"SEP","2003-9-1","bogota",12.7
"2782",2004,"SEP","2004-9-1","bogota",12.5
"2783",2005,"SEP","2005-9-1","bogota",12.9
"2784",2006,"SEP","2006-9-1","bogota",13.2
"2785",2007,"SEP","2007-9-1","bogota",12.9
"2786",2008,"SEP","2008-9-1","bogota",12.8
"2787",2009,"SEP","2009-9-1","bogota",14
"2788",2010,"SEP","2010-9-1","bogota",NA
"2789",2011,"SEP","2011-9-1","bogota",NA
"2790",2012,"SEP","2012-9-1","bogota",13.2
"2791",2013,"SEP","2013-9-1","bogota",13.9
"2792",2014,"SEP","2014-9-1","bogota",13.7
"2793",2015,"SEP","2015-9-1","bogota",NA
"2794",1967,"OCT","1967-10-1","bogota",NA
"2795",1968,"OCT","1968-10-1","bogota",12.5
"2796",1969,"OCT","1969-10-1","bogota",NA
"2797",1970,"OCT","1970-10-1","bogota",12.6
"2798",1971,"OCT","1971-10-1","bogota",12.4
"2799",1972,"OCT","1972-10-1","bogota",12.8
"2800",1973,"OCT","1973-10-1","bogota",12.4
"2801",1974,"OCT","1974-10-1","bogota",12.1
"2802",1975,"OCT","1975-10-1","bogota",12
"2803",1976,"OCT","1976-10-1","bogota",NA
"2804",1977,"OCT","1977-10-1","bogota",NA
"2805",1978,"OCT","1978-10-1","bogota",NA
"2806",1979,"OCT","1979-10-1","bogota",NA
"2807",1980,"OCT","1980-10-1","bogota",13.2
"2808",1981,"OCT","1981-10-1","bogota",12.6
"2809",1982,"OCT","1982-10-1","bogota",12.7
"2810",1983,"OCT","1983-10-1","bogota",12.7
"2811",1984,"OCT","1984-10-1","bogota",12.5
"2812",1985,"OCT","1985-10-1","bogota",12.4
"2813",1986,"OCT","1986-10-1","bogota",12.7
"2814",1987,"OCT","1987-10-1","bogota",13.2
"2815",1988,"OCT","1988-10-1","bogota",12.5
"2816",1989,"OCT","1989-10-1","bogota",12.9
"2817",1990,"OCT","1990-10-1","bogota",12.6
"2818",1991,"OCT","1991-10-1","bogota",12.6
"2819",1992,"OCT","1992-10-1","bogota",13.2
"2820",1993,"OCT","1993-10-1","bogota",12.9
"2821",1994,"OCT","1994-10-1","bogota",12.4
"2822",1995,"OCT","1995-10-1","bogota",12.6
"2823",1996,"OCT","1996-10-1","bogota",NA
"2824",1997,"OCT","1997-10-1","bogota",NA
"2825",1998,"OCT","1998-10-1","bogota",13.4
"2826",1999,"OCT","1999-10-1","bogota",12.5
"2827",2000,"OCT","2000-10-1","bogota",13.4
"2828",2001,"OCT","2001-10-1","bogota",13.5
"2829",2002,"OCT","2002-10-1","bogota",13.5
"2830",2003,"OCT","2003-10-1","bogota",13.1
"2831",2004,"OCT","2004-10-1","bogota",NA
"2832",2005,"OCT","2005-10-1","bogota",12.7
"2833",2006,"OCT","2006-10-1","bogota",13.1
"2834",2007,"OCT","2007-10-1","bogota",12.7
"2835",2008,"OCT","2008-10-1","bogota",12.6
"2836",2009,"OCT","2009-10-1","bogota",13.6
"2837",2010,"OCT","2010-10-1","bogota",NA
"2838",2011,"OCT","2011-10-1","bogota",NA
"2839",2012,"OCT","2012-10-1","bogota",13.6
"2840",2013,"OCT","2013-10-1","bogota",13.5
"2841",2014,"OCT","2014-10-1","bogota",13.8
"2842",2015,"OCT","2015-10-1","bogota",NA
"2843",1967,"NOV","1967-11-1","bogota",NA
"2844",1968,"NOV","1968-11-1","bogota",12.8
"2845",1969,"NOV","1969-11-1","bogota",NA
"2846",1970,"NOV","1970-11-1","bogota",12.3
"2847",1971,"NOV","1971-11-1","bogota",12.2
"2848",1972,"NOV","1972-11-1","bogota",13.2
"2849",1973,"NOV","1973-11-1","bogota",12.7
"2850",1974,"NOV","1974-11-1","bogota",12.8
"2851",1975,"NOV","1975-11-1","bogota",12.5
"2852",1976,"NOV","1976-11-1","bogota",NA
"2853",1977,"NOV","1977-11-1","bogota",NA
"2854",1978,"NOV","1978-11-1","bogota",NA
"2855",1979,"NOV","1979-11-1","bogota",13.5
"2856",1980,"NOV","1980-11-1","bogota",12.6
"2857",1981,"NOV","1981-11-1","bogota",13.1
"2858",1982,"NOV","1982-11-1","bogota",12.8
"2859",1983,"NOV","1983-11-1","bogota",13
"2860",1984,"NOV","1984-11-1","bogota",12.4
"2861",1985,"NOV","1985-11-1","bogota",12
"2862",1986,"NOV","1986-11-1","bogota",12.8
"2863",1987,"NOV","1987-11-1","bogota",13.1
"2864",1988,"NOV","1988-11-1","bogota",12.6
"2865",1989,"NOV","1989-11-1","bogota",13.1
"2866",1990,"NOV","1990-11-1","bogota",13
"2867",1991,"NOV","1991-11-1","bogota",12.8
"2868",1992,"NOV","1992-11-1","bogota",13
"2869",1993,"NOV","1993-11-1","bogota",13
"2870",1994,"NOV","1994-11-1","bogota",12.4
"2871",1995,"NOV","1995-11-1","bogota",12.3
"2872",1996,"NOV","1996-11-1","bogota",NA
"2873",1997,"NOV","1997-11-1","bogota",NA
"2874",1998,"NOV","1998-11-1","bogota",13.6
"2875",1999,"NOV","1999-11-1","bogota",12.8
"2876",2000,"NOV","2000-11-1","bogota",13.1
"2877",2001,"NOV","2001-11-1","bogota",13.4
"2878",2002,"NOV","2002-11-1","bogota",13.3
"2879",2003,"NOV","2003-11-1","bogota",12.8
"2880",2004,"NOV","2004-11-1","bogota",13.3
"2881",2005,"NOV","2005-11-1","bogota",12.9
"2882",2006,"NOV","2006-11-1","bogota",NA
"2883",2007,"NOV","2007-11-1","bogota",12.8
"2884",2008,"NOV","2008-11-1","bogota",13.2
"2885",2009,"NOV","2009-11-1","bogota",13.2
"2886",2010,"NOV","2010-11-1","bogota",NA
"2887",2011,"NOV","2011-11-1","bogota",NA
"2888",2012,"NOV","2012-11-1","bogota",13.6
"2889",2013,"NOV","2013-11-1","bogota",13.5
"2890",2014,"NOV","2014-11-1","bogota",13.8
"2891",2015,"NOV","2015-11-1","bogota",NA
"2892",1967,"DEC","1967-12-1","bogota",12.4
"2893",1968,"DEC","1968-12-1","bogota",11.8
"2894",1969,"DEC","1969-12-1","bogota",NA
"2895",1970,"DEC","1970-12-1","bogota",12.1
"2896",1971,"DEC","1971-12-1","bogota",12
"2897",1972,"DEC","1972-12-1","bogota",12.7
"2898",1973,"DEC","1973-12-1","bogota",12
"2899",1974,"DEC","1974-12-1","bogota",11.6
"2900",1975,"DEC","1975-12-1","bogota",11.9
"2901",1976,"DEC","1976-12-1","bogota",NA
"2902",1977,"DEC","1977-12-1","bogota",NA
"2903",1978,"DEC","1978-12-1","bogota",NA
"2904",1979,"DEC","1979-12-1","bogota",12.8
"2905",1980,"DEC","1980-12-1","bogota",12.3
"2906",1981,"DEC","1981-12-1","bogota",12.8
"2907",1982,"DEC","1982-12-1","bogota",13.2
"2908",1983,"DEC","1983-12-1","bogota",12.2
"2909",1984,"DEC","1984-12-1","bogota",12.2
"2910",1985,"DEC","1985-12-1","bogota",11.8
"2911",1986,"DEC","1986-12-1","bogota",12.3
"2912",1987,"DEC","1987-12-1","bogota",12.7
"2913",1988,"DEC","1988-12-1","bogota",12
"2914",1989,"DEC","1989-12-1","bogota",11.9
"2915",1990,"DEC","1990-12-1","bogota",12.7
"2916",1991,"DEC","1991-12-1","bogota",13.3
"2917",1992,"DEC","1992-12-1","bogota",13.1
"2918",1993,"DEC","1993-12-1","bogota",13.1
"2919",1994,"DEC","1994-12-1","bogota",12.5
"2920",1995,"DEC","1995-12-1","bogota",11.7
"2921",1996,"DEC","1996-12-1","bogota",NA
"2922",1997,"DEC","1997-12-1","bogota",NA
"2923",1998,"DEC","1998-12-1","bogota",13.1
"2924",1999,"DEC","1999-12-1","bogota",12.6
"2925",2000,"DEC","2000-12-1","bogota",12.8
"2926",2001,"DEC","2001-12-1","bogota",14
"2927",2002,"DEC","2002-12-1","bogota",13.8
"2928",2003,"DEC","2003-12-1","bogota",12.9
"2929",2004,"DEC","2004-12-1","bogota",12.9
"2930",2005,"DEC","2005-12-1","bogota",12.7
"2931",2006,"DEC","2006-12-1","bogota",13.1
"2932",2007,"DEC","2007-12-1","bogota",12.5
"2933",2008,"DEC","2008-12-1","bogota",12.7
"2934",2009,"DEC","2009-12-1","bogota",13.4
"2935",2010,"DEC","2010-12-1","bogota",NA
"2936",2011,"DEC","2011-12-1","bogota",NA
"2937",2012,"DEC","2012-12-1","bogota",NA
"2938",2013,"DEC","2013-12-1","bogota",13.5
"2939",2014,"DEC","2014-12-1","bogota",13.5
"2940",2015,"DEC","2015-12-1","bogota",NA
